F_Avg,F_Max,X_Bytes,Y_Bytes,X,Y
0.630,0.900,111011,000000,2.9,1.0
0.667,0.900,111011,000000,2.9,1.0
0.655,0.900,111011,000000,2.9,1.0
0.718,0.900,111011,000000,2.9,1.0
0.752,0.900,111011,000000,2.9,1.0
0.797,0.900,111011,000000,2.9,1.0
0.828,0.900,111011,000000,2.9,1.0
0.835,0.900,111011,000000,2.9,1.0
0.808,0.900,111011,000000,2.9,1.0
0.773,0.900,111011,000000,2.9,1.0
0.722,0.900,111011,000000,2.9,1.0
0.838,0.900,111011,000000,2.9,1.0
0.848,0.900,111011,000000,2.9,1.0
0.847,0.900,111011,000000,2.9,1.0
0.820,0.900,111011,000000,2.9,1.0
0.777,0.900,111011,000000,2.9,1.0
0.722,0.900,111011,000000,2.9,1.0
0.693,0.900,111011,000000,2.9,1.0
0.798,0.900,111011,000000,2.9,1.0
0.812,0.900,111011,000000,2.9,1.0
0.793,0.900,111011,000000,2.9,1.0
0.780,0.900,111011,000000,2.9,1.0
0.785,0.900,111011,000000,2.9,1.0
0.752,0.900,111011,000000,2.9,1.0
0.483,0.900,111011,000000,2.9,1.0
0.550,0.900,111011,000000,2.9,1.0
0.655,0.900,111011,000000,2.9,1.0
0.648,0.900,111011,000000,2.9,1.0
0.587,0.900,111011,000000,2.9,1.0
0.658,0.900,111011,000000,2.9,1.0
0.698,0.900,111011,000000,2.9,1.0
0.772,0.900,111011,000000,2.9,1.0
0.772,0.900,111011,000000,2.9,1.0
0.773,0.900,111011,000000,2.9,1.0
0.747,0.900,111011,000000,2.9,1.0
0.790,0.900,111011,000000,2.9,1.0
0.810,0.900,111011,000000,2.9,1.0
0.815,0.900,111011,000000,2.9,1.0
0.748,0.900,111011,000000,2.9,1.0
0.825,0.900,111011,000000,2.9,1.0
0.802,0.900,111011,000000,2.9,1.0
0.763,0.900,111011,000000,2.9,1.0
0.862,0.900,111011,000000,2.9,1.0
0.850,0.900,111011,000000,2.9,1.0
0.843,0.900,111011,000000,2.9,1.0
0.845,0.900,111011,000000,2.9,1.0
0.870,0.900,111011,000000,2.9,1.0
0.837,0.900,111011,000000,2.9,1.0
0.733,0.900,111011,000000,2.9,1.0
0.837,0.900,111011,000000,2.9,1.0
0.870,0.900,111011,000000,2.9,1.0
0.867,0.900,111011,000000,2.9,1.0
0.770,0.900,111011,000000,2.9,1.0
0.767,0.900,111011,000000,2.9,1.0
0.693,0.900,111011,000000,2.9,1.0
0.620,0.900,111011,000000,2.9,1.0
0.670,0.900,111011,000000,2.9,1.0
0.723,0.900,111011,000000,2.9,1.0
0.680,0.900,111011,000000,2.9,1.0
0.787,0.900,111011,000000,2.9,1.0
0.773,0.900,111011,000000,2.9,1.0
0.757,0.900,111011,000000,2.9,1.0
0.703,0.900,111011,000000,2.9,1.0
0.798,0.900,111011,000000,2.9,1.0
0.803,0.900,111011,000000,2.9,1.0
0.780,0.900,111011,000000,2.9,1.0
0.797,0.900,111011,000000,2.9,1.0
0.737,0.900,111011,000000,2.9,1.0
0.787,0.900,111011,000000,2.9,1.0
0.753,0.900,111011,000000,2.9,1.0
0.690,0.900,111011,000000,2.9,1.0
0.673,0.900,111011,000000,2.9,1.0
0.668,0.900,111011,000000,2.9,1.0
0.577,0.900,111011,000000,2.9,1.0
0.577,0.900,111011,000000,2.9,1.0
0.643,0.900,111011,000000,2.9,1.0
0.543,0.900,111011,000000,2.9,1.0
0.663,0.900,111011,000000,2.9,1.0
0.690,0.900,111011,000000,2.9,1.0
0.645,0.900,111011,000000,2.9,1.0
0.600,0.900,111011,000000,2.9,1.0
0.698,0.900,111011,000000,2.9,1.0
0.628,0.900,111011,000000,2.9,1.0
0.665,0.900,111011,000000,2.9,1.0
0.595,0.900,111011,000000,2.9,1.0
0.657,0.900,111011,000000,2.9,1.0
0.722,0.900,111011,000000,2.9,1.0
0.533,0.900,111011,000000,2.9,1.0
0.553,0.900,111011,000000,2.9,1.0
0.598,0.900,111011,000000,2.9,1.0
0.675,0.900,111011,000000,2.9,1.0
0.715,0.900,111011,000000,2.9,1.0
0.733,0.900,111011,000000,2.9,1.0
0.738,0.900,111011,000000,2.9,1.0
0.840,0.900,111011,000000,2.9,1.0
0.623,0.900,111011,000000,2.9,1.0
0.803,0.900,111011,000000,2.9,1.0
0.525,0.900,111011,000000,2.9,1.0
0.573,0.900,111011,000000,2.9,1.0
0.600,0.900,111011,000000,2.9,1.0
0.735,0.900,111011,000000,2.9,1.0
0.767,0.900,111011,000000,2.9,1.0
0.715,0.900,111011,000000,2.9,1.0
0.772,0.900,111011,000000,2.9,1.0
0.793,0.900,111011,000000,2.9,1.0
0.797,0.900,111011,000000,2.9,1.0
0.780,0.900,111011,000000,2.9,1.0
0.775,0.900,111011,000000,2.9,1.0
0.773,0.900,111011,000000,2.9,1.0
0.787,0.900,111011,000000,2.9,1.0
0.770,0.900,111011,000000,2.9,1.0
0.703,0.900,111011,000000,2.9,1.0
0.742,0.900,111011,000000,2.9,1.0
0.807,0.900,111011,000000,2.9,1.0
0.822,0.900,111011,000000,2.9,1.0
0.798,0.900,111011,000000,2.9,1.0
0.775,0.900,111011,000000,2.9,1.0
0.752,0.900,111011,000000,2.9,1.0
0.792,0.900,111011,000000,2.9,1.0
0.810,0.900,111011,000000,2.9,1.0
0.747,0.900,111011,000000,2.9,1.0
0.768,0.900,111011,000000,2.9,1.0
0.847,0.900,111011,000000,2.9,1.0
0.795,0.900,111011,000000,2.9,1.0
0.773,0.900,111011,000000,2.9,1.0
0.702,0.900,111011,000000,2.9,1.0
0.738,0.900,111011,000000,2.9,1.0
0.573,0.900,111011,000000,2.9,1.0
0.635,0.900,111011,000000,2.9,1.0
0.705,0.900,111011,000000,2.9,1.0
0.735,0.900,111011,000000,2.9,1.0
0.860,0.900,111011,000000,2.9,1.0
0.867,0.900,111011,000000,2.9,1.0
0.835,0.900,111011,000000,2.9,1.0
0.830,0.900,111011,000000,2.9,1.0
0.862,0.900,111011,000000,2.9,1.0
0.848,0.900,111011,000000,2.9,1.0
0.857,0.900,111011,000000,2.9,1.0
0.845,0.900,111011,000000,2.9,1.0
0.797,0.900,111011,000000,2.9,1.0
0.818,0.900,111011,000000,2.9,1.0
0.782,0.900,111011,000000,2.9,1.0
0.770,0.900,111011,000000,2.9,1.0
0.765,0.900,111011,000000,2.9,1.0
0.825,0.900,111011,000000,2.9,1.0
0.830,0.900,111011,000000,2.9,1.0
0.685,0.900,111011,000000,2.9,1.0
0.653,0.900,111011,000000,2.9,1.0
0.732,0.900,111011,000000,2.9,1.0
0.757,0.900,111011,000000,2.9,1.0
0.817,0.900,111011,000000,2.9,1.0
0.763,0.900,111011,000000,2.9,1.0
0.747,0.900,111011,000000,2.9,1.0
0.823,0.900,111011,000000,2.9,1.0
0.837,0.900,111011,000000,2.9,1.0
0.803,0.900,111011,000000,2.9,1.0
0.703,0.900,111011,000000,2.9,1.0
0.845,0.900,111011,000000,2.9,1.0
0.862,0.900,111011,000000,2.9,1.0
0.858,0.900,111011,000000,2.9,1.0
0.790,0.900,111011,000000,2.9,1.0
0.698,0.900,111011,000000,2.9,1.0
0.815,0.900,111011,000000,2.9,1.0
0.833,0.900,111011,000000,2.9,1.0
0.827,0.900,111011,000000,2.9,1.0
0.693,0.900,111011,000000,2.9,1.0
0.820,0.900,111011,000000,2.9,1.0
0.720,0.900,111011,000000,2.9,1.0
0.813,0.900,111011,000000,2.9,1.0
0.750,0.900,111011,000000,2.9,1.0
0.710,0.900,111011,000000,2.9,1.0
0.700,0.900,111011,000000,2.9,1.0
0.683,0.900,111011,000000,2.9,1.0
0.787,0.900,111011,000000,2.9,1.0
0.707,0.900,111011,000000,2.9,1.0
0.620,0.900,111011,000000,2.9,1.0
0.710,0.900,111011,000000,2.9,1.0
0.617,0.900,111011,000000,2.9,1.0
0.613,0.900,111011,000000,2.9,1.0
0.613,0.900,111011,000000,2.9,1.0
0.633,0.900,111011,000000,2.9,1.0
0.593,0.900,111011,000000,2.9,1.0
0.593,0.900,111011,000000,2.9,1.0
0.593,0.900,111011,000000,2.9,1.0
0.512,0.900,111011,000000,2.9,1.0
0.520,0.900,111011,000000,2.9,1.0
0.577,0.900,111011,000000,2.9,1.0
0.483,0.900,111011,000000,2.9,1.0
0.647,0.900,111011,000000,2.9,1.0
0.655,0.900,111011,000000,2.9,1.0
0.708,0.900,111011,000000,2.9,1.0
0.713,0.900,111011,000000,2.9,1.0
0.692,0.900,111011,000000,2.9,1.0
0.657,0.900,111011,000000,2.9,1.0
0.670,1.000,111100,000000,3.0,1.0
0.673,1.000,111100,000000,3.0,1.0
0.635,1.000,111100,000000,3.0,1.0
0.613,1.000,111100,000000,3.0,1.0
0.545,1.000,111100,000000,3.0,1.0
0.540,1.000,111100,000000,3.0,1.0
0.557,1.000,111100,000000,3.0,1.0
0.685,1.000,111100,000000,3.0,1.0
0.710,1.000,111100,000000,3.0,1.0
0.717,1.000,111100,000000,3.0,1.0
0.630,1.000,111100,000000,3.0,1.0
0.598,1.000,111100,000000,3.0,1.0
0.780,1.000,111100,000000,3.0,1.0
0.788,1.000,111100,000000,3.0,1.0
0.770,1.000,111100,000000,3.0,1.0
0.737,1.000,111100,000000,3.0,1.0
0.600,1.000,111100,000000,3.0,1.0
0.540,1.000,111100,000000,3.0,1.0
0.545,1.000,111100,000000,3.0,1.0
0.698,1.000,111100,000000,3.0,1.0
0.673,1.000,111100,000000,3.0,1.0
0.577,1.000,111100,000000,3.0,1.0
0.623,1.000,111100,000000,3.0,1.0
0.587,1.000,111100,000000,3.0,1.0
0.453,1.000,111100,000000,3.0,1.0
0.517,1.000,111100,000000,3.0,1.0
0.610,1.000,111100,000000,3.0,1.0
0.597,1.000,111100,000000,3.0,1.0
0.607,1.000,111100,000000,3.0,1.0
0.663,1.000,111100,000000,3.0,1.0
0.660,1.000,111100,000000,3.0,1.0
0.657,1.000,111100,000000,3.0,1.0
0.613,1.000,111100,000000,3.0,1.0
0.537,1.000,111100,000000,3.0,1.0
0.450,0.800,111010,000000,2.8,1.0
0.560,1.000,111100,000000,3.0,1.0
0.543,1.000,111100,000000,3.0,1.0
0.445,1.000,111100,000000,3.0,1.0
0.405,1.000,111100,000000,3.0,1.0
0.425,1.000,111100,000000,3.0,1.0
0.442,1.000,111100,000000,3.0,1.0
0.403,1.000,111100,000000,3.0,1.0
0.453,0.800,111010,000000,2.8,1.0
0.360,0.800,111010,000000,2.8,1.0
0.333,0.800,111010,000000,2.8,1.0
0.290,0.800,111010,000000,2.8,1.0
0.220,0.800,111010,000000,2.8,1.0
0.333,0.800,111010,000000,2.8,1.0
0.483,0.800,111010,000000,2.8,1.0
0.423,0.800,111010,000000,2.8,1.0
0.337,0.800,111010,000000,2.8,1.0
0.313,0.800,111010,000000,2.8,1.0
0.393,0.800,111010,000000,2.8,1.0
0.487,0.800,111010,000000,2.8,1.0
0.350,0.800,111010,000000,2.8,1.0
0.330,0.800,111010,000000,2.8,1.0
0.523,0.800,111010,000000,2.8,1.0
0.488,0.800,111010,000000,2.8,1.0
0.485,0.800,111010,000000,2.8,1.0
0.403,0.800,111010,000000,2.8,1.0
0.267,0.800,111010,000000,2.8,1.0
0.350,0.800,111010,000000,2.8,1.0
0.435,0.800,111010,000000,2.8,1.0
0.435,0.800,111010,000000,2.8,1.0
0.475,0.900,111011,000000,2.9,1.0
0.565,0.800,111010,000000,2.8,1.0
0.465,0.800,111010,000000,2.8,1.0
0.585,0.800,111010,000000,2.8,1.0
0.557,0.800,111010,000000,2.8,1.0
0.485,0.800,111010,000000,2.8,1.0
0.420,0.800,111010,000000,2.8,1.0
0.520,0.900,111011,000000,2.9,1.0
0.347,0.900,111011,000000,2.9,1.0
0.225,0.900,111011,000000,2.9,1.0
0.258,0.900,111011,000000,2.9,1.0
0.558,0.900,111011,000000,2.9,1.0
0.588,0.900,111011,000000,2.9,1.0
0.517,0.900,111011,000000,2.9,1.0
0.552,0.900,111011,000000,2.9,1.0
0.573,0.900,111011,000000,2.9,1.0
0.468,0.900,111011,000000,2.9,1.0
0.547,0.900,111011,000000,2.9,1.0
0.523,0.900,111011,000000,2.9,1.0
0.553,0.900,111011,000000,2.9,1.0
0.570,0.900,111011,000000,2.9,1.0
0.542,0.900,111011,000000,2.9,1.0
0.555,0.900,111011,000000,2.9,1.0
0.705,0.900,111011,000000,2.9,1.0
0.703,0.900,111011,000000,2.9,1.0
0.707,0.900,111011,000000,2.9,1.0
0.722,0.900,111011,000000,2.9,1.0
0.672,1.000,111100,000000,3.0,1.0
0.627,1.000,111100,000000,3.0,1.0
0.652,1.000,111100,000000,3.0,1.0
0.642,1.000,111100,000000,3.0,1.0
0.550,1.000,111100,000000,3.0,1.0
0.638,0.900,111011,000000,2.9,1.0
0.577,0.900,111011,000000,2.9,1.0
0.600,0.900,111011,000000,2.9,1.0
0.533,0.900,111011,000000,2.9,1.0
0.498,0.900,111011,000000,2.9,1.0
0.522,0.900,111011,000000,2.9,1.0
0.488,0.900,111011,000000,2.9,1.0
0.552,0.900,111011,000000,2.9,1.0
0.592,0.900,111011,000000,2.9,1.0
0.660,0.900,111011,000000,2.9,1.0
0.527,0.900,111011,000000,2.9,1.0
0.710,0.900,111011,000000,2.9,1.0
0.737,0.900,111011,000000,2.9,1.0
0.755,0.900,111011,000000,2.9,1.0
0.788,0.900,111011,000000,2.9,1.0
0.690,0.900,111011,000000,2.9,1.0
0.612,0.900,111011,000000,2.9,1.0
0.678,0.900,111011,000000,2.9,1.0
0.673,0.900,111011,000000,2.9,1.0
0.733,0.900,111011,000000,2.9,1.0
0.620,0.900,111011,000000,2.9,1.0
0.725,0.900,111011,000000,2.9,1.0
0.692,0.900,111011,000000,2.9,1.0
0.778,0.900,111011,000000,2.9,1.0
0.778,0.900,111011,000000,2.9,1.0
0.732,0.900,111011,000000,2.9,1.0
0.705,0.900,111011,000000,2.9,1.0
0.740,0.900,111011,000000,2.9,1.0
0.590,0.900,111011,000000,2.9,1.0
0.705,0.900,111011,000000,2.9,1.0
0.723,0.900,111011,000000,2.9,1.0
0.622,0.900,111011,000000,2.9,1.0
0.587,0.900,111011,000000,2.9,1.0
0.600,0.900,111011,000000,2.9,1.0
0.538,0.900,111011,000000,2.9,1.0
0.740,0.900,111011,000000,2.9,1.0
0.763,0.900,111011,000000,2.9,1.0
0.698,0.900,111011,000000,2.9,1.0
0.708,0.900,111011,000000,2.9,1.0
0.693,0.900,111011,000000,2.9,1.0
0.622,0.900,111011,000000,2.9,1.0
0.690,0.900,111011,000000,2.9,1.0
0.720,0.900,111011,000000,2.9,1.0
0.750,0.900,111011,000000,2.9,1.0
0.740,0.900,111011,000000,2.9,1.0
0.735,0.900,111011,000000,2.9,1.0
0.723,0.900,111011,000000,2.9,1.0
0.503,0.900,111011,000000,2.9,1.0
0.568,0.900,111011,000000,2.9,1.0
0.597,0.900,111011,000000,2.9,1.0
0.652,0.900,111011,000000,2.9,1.0
0.677,0.900,111011,000000,2.9,1.0
0.675,0.900,111011,000000,2.9,1.0
0.682,0.900,111011,000000,2.9,1.0
0.600,0.900,111011,000000,2.9,1.0
0.700,0.900,111011,000000,2.9,1.0
0.690,0.900,111011,000000,2.9,1.0
0.765,0.900,111011,000000,2.9,1.0
0.757,0.900,111011,000000,2.9,1.0
0.758,0.900,111011,000000,2.9,1.0
0.762,0.900,111011,000000,2.9,1.0
0.735,0.900,111011,000000,2.9,1.0
0.675,0.900,111011,000000,2.9,1.0
0.720,0.900,111011,000000,2.9,1.0
0.692,0.900,111011,000000,2.9,1.0
0.715,0.900,111011,000000,2.9,1.0
0.620,0.900,111011,000000,2.9,1.0
0.777,0.900,111011,000000,2.9,1.0
0.765,0.900,111011,000000,2.9,1.0
0.782,0.900,111011,000000,2.9,1.0
0.765,0.900,111011,000000,2.9,1.0
0.775,0.900,111011,000000,2.9,1.0
0.772,0.900,111011,000000,2.9,1.0
0.737,0.800,111010,000000,2.8,1.0
0.730,0.800,111010,000000,2.8,1.0
0.707,0.800,111010,000000,2.8,1.0
0.667,0.800,111010,000000,2.8,1.0
0.623,0.800,111010,000000,2.8,1.0
0.643,0.800,111010,000000,2.8,1.0
0.600,0.800,111010,000000,2.8,1.0
0.693,0.800,111010,000000,2.8,1.0
