T,Omega,Phi,Mu
0.47000000000000025,5.2731854727787984E-05,0.4448964753691313,-0.07260608767431129
0.48000000000000026,-0.0006733288577256606,0.44489700268767857,-0.07260607124534486
0.49000000000000027,-0.001139035218031014,0.4448902693991013,-0.046570636030535344
0.5000000000000002,-0.0016047415505301647,0.444878879046921,-0.046570633249915054
0.5100000000000002,-0.0020704478359911617,0.4448628316314157,-0.04657062854609969
0.5200000000000002,-0.0025361540551822755,0.4448421271530558,-0.0465706219191114
0.5300000000000002,-0.0030018601886605705,0.444816765612504,-0.04657061334782951
0.5400000000000003,-0.003467566216680903,0.4447867470106174,-0.04657060280203325
0.5500000000000003,-0.003933272119879505,0.4447520713484506,-0.04657059031986013
0.5600000000000003,-0.004398977878893186,0.4447127386272518,-0.04657057590136808
0.5700000000000003,-0.004864683474359438,0.44466874884846286,-0.04657055954662525
0.5800000000000003,-0.005330388886916516,0.44462010201371926,-0.04657054125570778
0.5900000000000003,-0.005796094097203527,0.4445667981248501,-0.046570521028701115
0.6000000000000003,-0.006261799085860534,0.44450883718387807,-0.04657049886570066
0.6100000000000003,-0.006727503833528632,0.44444621919301946,-0.04657047476680974
0.6200000000000003,-0.007193208320850041,0.44437894415468415,-0.046570448732141
0.6300000000000003,-0.007658912528468209,0.44430701207147566,-0.04657042076181672
0.6400000000000003,-0.00812461643702789,0.444230422946191,-0.04657039085596813
0.6500000000000004,-0.008590320027175238,0.4441491767818207,-0.04657035901473467
0.6600000000000004,-0.009056023279557898,0.44406327358154896,-0.04657032523826594
0.6700000000000004,-0.009521726174825097,0.4439727133487534,-0.04657028952671987
0.6800000000000004,-0.009987428693627731,0.4438774960870051,-0.046570251880263536
0.6900000000000004,-0.010453130816618467,0.44377762180006886,-0.04657021229907359
0.7000000000000004,-0.010918832524451824,0.4436730904919027,-0.04657017078333561
0.7100000000000004,-0.011384533797784258,0.44356390216665814,-0.04657012733324342
0.7200000000000004,-0.011850234617274262,0.4434500568286803,-0.046570081949000516
0.7300000000000004,-0.012315934963582463,0.44333155448250755,-0.04657003463081998
0.7400000000000004,-0.012781634817371691,0.44320839513287175,-0.04656998537892277
0.7500000000000004,-0.01324733415930709,0.44308057878469803,-0.04656993419353987
0.7600000000000005,-0.013713032970056197,0.442948105443105,-0.04656988107491079
0.7700000000000005,-0.014178731232205245,0.4428109751134044,-0.04656982621490479
0.7800000000000005,-0.014644428940475457,0.44266918780108233,-0.04656977082702125
0.7900000000000005,-0.015110126076083225,0.4425227435116776,-0.046569713560776764
0.8000000000000005,-0.015575822620247586,0.44237164225091674,-0.04656965441643609
0.8100000000000005,-0.01604151855419032,0.4422158840247143,-0.046569593394273294
0.8200000000000005,-0.016507213855879097,0.4420554688391724,-0.046569530168877646
0.8300000000000005,-0.016972908505457473,0.44189039670061364,-0.046569464957837606
0.8400000000000005,-0.017438602484029793,0.44172066761555906,-0.04656939785723198
0.8500000000000005,-0.01790429577270347,0.44154628159071874,-0.046569328867368
0.8600000000000005,-0.018369988352589083,0.4413672386329917,-0.046569257988561104
0.8700000000000006,-0.018835680204800444,0.4411835387494658,-0.046569185221136206
0.8800000000000006,-0.019301371310454705,0.4409951819474178,-0.0465691105654262
0.8900000000000006,-0.019767061650672435,0.4408021682343133,-0.04656903402177311
0.9000000000000006,-0.020232751206577703,0.44060449761780657,-0.0465689555905269
0.9100000000000006,-0.020698439959298164,0.4404021701057408,-0.04656887527204628
0.9200000000000006,-0.021164127889965162,0.4401951857061478,-0.04656879306669962
0.9300000000000006,-0.021629814979713786,0.43998354442724813,-0.046568708974862386
0.9400000000000006,-0.02209550120968298,0.439767246277451,-0.04656862299691926
0.9500000000000006,-0.02256118656599049,0.43954629126535416,-0.046568535630751105
0.9600000000000006,-0.02302687104453235,0.43932067939969427,-0.04656844785418583
0.9700000000000006,-0.02349255462687237,0.4390904106892489,-0.046568358234001704
0.9800000000000006,-0.023958237294578365,0.4388554851429802,-0.046568266770599734
0.9900000000000007,-0.024423919029222255,0.43861590277003437,-0.046568173464389025
1.0000000000000007,-0.024889599812380123,0.43837166357974217,-0.046568078315786916
1.0100000000000007,-0.025355279625632304,0.4381227675816184,-0.04656798132521816
1.0200000000000007,-0.025820958450563477,0.43786921478536206,-0.04656788249311738
1.0300000000000007,-0.026286636268762733,0.43761100520085644,-0.046567781819925644
1.0400000000000007,-0.026752313061823668,0.4373481388381688,-0.046567679306093464
1.0500000000000007,-0.027217988811344452,0.4370806157075506,-0.046567574952078514
1.0600000000000007,-0.027683663493439627,0.4368084358194371,-0.0465674682095175
1.0700000000000007,-0.028149337088683786,0.43653159918450274,-0.04656735952441583
1.0800000000000007,-0.028615009595523783,0.4362501058136159,-0.04656725068399958
1.0900000000000007,-0.029080681010364318,0.43596395571766067,-0.046567141484053325
1.1000000000000008,-0.029546351315238382,0.43567314890755704,-0.04656703048740656
1.1100000000000008,-0.03001202049218382,0.43537768539440463,-0.04656691769454367
1.1200000000000008,-0.03047768852324339,0.4350775651894828,-0.04656680310595719
1.1300000000000008,-0.030943355390464857,0.43477278830425037,-0.04656668672214699
1.1400000000000008,-0.03140902107537146,0.4344633547503457,-0.04656656849066053
1.1500000000000008,-0.03187468555361674,0.43414926453959196,-0.04656644782452826
1.1600000000000008,-0.03234034880715891,0.4338305176840558,-0.04656632535421629
1.1700000000000008,-0.03280601081796144,0.4335071141959842,-0.046566201080252854
1.1800000000000008,-0.03327167157163649,0.4331790540878046,-0.04656607536750546
1.1900000000000008,-0.033737331083094825,0.4328463373720882,-0.04656595114583365
1.2000000000000008,-0.034202989334830215,0.4325089640612573,-0.046565825173538994
1.2100000000000009,-0.0346686463093418,0.43216693416790897,-0.04656569745115825
1.2200000000000009,-0.035134301986709936,0.43182024770481553,-0.04656556773681346
1.2300000000000009,-0.03559995634463656,0.4314689046849484,-0.04656543579266246
1.2400000000000009,-0.03606560936553932,0.4311129051215021,-0.04656530209027603
1.2500000000000009,-0.03653126103184148,0.4307522490278467,-0.046565166630216634
1.260000000000001,-0.03699691132597203,0.4303869364175283,-0.04656502941305426
1.270000000000001,-0.037462560231602646,0.4300169673042686,-0.04656489056306177
1.280000000000001,-0.037928207770586635,0.42964234170195253,-0.04656475389839896
1.290000000000001,-0.03839385392341271,0.42926305962424666,-0.046564615282607545
1.300000000000001,-0.038859498668175695,0.4288791210850125,-0.046564474476298114
1.310000000000001,-0.03932514198774781,0.42849052609833077,-0.04656433195721139
1.320000000000001,-0.03979078386500713,0.42809727467845327,-0.046564187725932064
1.330000000000001,-0.04025642428283765,0.4276993668398032,-0.04656404178305184
1.340000000000001,-0.04072206322412934,0.42729680259697483,-0.04656389412916918
1.350000000000001,-0.04118770067177824,0.42688958196473353,-0.046563744764889795
1.360000000000001,-0.04165333664189425,0.42647770495801574,-0.04656359701160119
1.370000000000001,-0.042118971121436095,0.4260611715915968,-0.046563447954184045
1.380000000000001,-0.04258460409373057,0.42563998188038243,-0.046563297229447485
1.390000000000001,-0.043050235542110515,0.4252141358394451,-0.04656314483799481
1.400000000000001,-0.04351586544991487,0.42478363348402404,-0.04656299078043514
1.410000000000001,-0.043981493800488713,0.42434847482952487,-0.046562835057384136
1.420000000000001,-0.04444712057077807,0.42390865989152,-0.04656267702893569
1.430000000000001,-0.044912745765411904,0.4234641886858122,-0.04656251946338345
1.440000000000001,-0.04537836939306113,0.4230150612281581,-0.046562362764922025
1.450000000000001,-0.04584399143750675,0.42256127753422745,-0.046562204444561654
1.460000000000001,-0.046309611882535934,0.4221028376198524,-0.046562044502919016
1.470000000000001,-0.04677523071007504,0.42163974150102707,-0.04656188275391089
1.480000000000001,-0.04724084789899308,0.4211719891939263,-0.046561718891803563
1.490000000000001,-0.04770647763856936,0.42069958071493635,-0.04656297395762841
1.500000000000001,-0.04817212273688747,0.42022251593855064,-0.046564509831811075
1.5100000000000011,-0.048637783650609556,0.41974079471118175,-0.04656609137220816
1.5200000000000011,-0.049103460956002286,0.4192544168746757,-0.04656773053927302
1.5300000000000011,-0.049569155100224735,0.41876338226511567,-0.04656941442224509
1.5400000000000011,-0.050034866523954453,0.4182676907141134,-0.046571142372971615
1.5500000000000012,-0.05050059579625666,0.41776734204887384,-0.046572927230220544
1.5600000000000012,-0.05096634334830982,0.4172623360909113,-0.04657475520531611
1.5700000000000012,-0.05143210960538294,0.4167526726574282,-0.04657662570731183
1.5800000000000012,-0.051897895129598685,0.4162383515613744,-0.04657855242157461
1.5900000000000012,-0.0523637003367698,0.4157193726100784,-0.04658052071711157
1.6000000000000012,-0.05282952563731499,0.4151957356067107,-0.04658253005451858
1.6100000000000012,-0.053295371586610456,0.41466744035033754,-0.04658459492954707
1.6200000000000012,-0.053761238585734304,0.41413448663447144,-0.0465866999123848
1.6300000000000012,-0.05422712703079598,0.4135968742486141,-0.04658884450616748
1.6400000000000012,-0.05469303747055641,0.4130546029783061,-0.04659104397604393
1.6500000000000012,-0.05515897029201146,0.41250767260360055,-0.04659328214550418
1.6600000000000013,-0.055624925877485694,0.4119560829006804,-0.04659555854742338
1.6700000000000013,-0.056090904769188855,0.4113998336419056,-0.04659788917031615
1.6800000000000013,-0.05655690734071326,0.4108389245942137,-0.04660025715244023
1.6900000000000013,-0.0570229339611069,0.4102733555208065,-0.046602662039364036
1.7000000000000013,-0.0574889851660229,0.4097031261811954,-0.04660512049160056
1.7100000000000013,-0.05795506131636015,0.4091282363295352,-0.046607615033724514
1.7200000000000013,-0.05842116276838268,0.4085486857163716,-0.046610145202253206
1.7300000000000013,-0.05888729005110963,0.40796447408868775,-0.04661272827269473
1.7400000000000013,-0.05935344351349286,0.4073756011881767,-0.04661534623832272
1.7500000000000013,-0.05981962349948994,0.40678206675304174,-0.04661799859970826
1.7600000000000013,-0.06028583053133398,0.40618387051804683,-0.04662070318440434
1.7700000000000014,-0.06075206494681762,0.4055810122127335,-0.04662344154836348
1.7800000000000014,-0.06121832707805472,0.40497349156326534,-0.04662621312370966
1.7900000000000014,-0.06168461744026282,0.4043613082924848,-0.04662903622081052
1.8000000000000014,-0.06215093636090953,0.4037444621180822,-0.04663189206467016
1.8100000000000014,-0.06261728416071344,0.4031229527544731,-0.046634779980390714
1.8200000000000014,-0.06308366134756649,0.4024967799128659,-0.04663771868530487
1.8300000000000014,-0.06355006823949695,0.40186594329939024,-0.046640689193046043
1.8400000000000014,-0.0640165051462627,0.40123044261699525,-0.046643690676574014
1.8500000000000014,-0.06448297256803621,0.4005902775655326,-0.04664674217735162
1.8600000000000014,-0.0649494708143489,0.39994544783985225,-0.046649824631268266
1.8700000000000014,-0.06541600018441886,0.39929595313170874,-0.046652937006995986
1.8800000000000014,-0.06588256117021814,0.39864179312986453,-0.04665609857992737
1.8900000000000015,-0.06634915407378568,0.39798296751816237,-0.04665929035675486
1.9000000000000015,-0.0668157791842076,0.3973194759774245,-0.046662511042192545
1.9100000000000015,-0.06728243698468359,0.3966513181855824,-0.046665780047598
1.9200000000000015,-0.06774912777083207,0.3959784938157356,-0.04666907861484791
1.9300000000000015,-0.06821585182200203,0.39530100253802725,-0.04667240511699574
1.9400000000000015,-0.06868260961195402,0.39461884401980724,-0.04667577899519951
1.9500000000000015,-0.069149401431031,0.3939320179236877,-0.04667918190769873
1.9600000000000015,-0.06961622754922708,0.3932405239093774,-0.04668261181960877
1.9700000000000015,-0.07008308843009797,0.3925443616338851,-0.04668608808708925
1.9800000000000015,-0.07054998435993497,0.3918435307495841,-0.04668959298369983
1.9900000000000015,-0.0710169155997473,0.39113803090598476,-0.04669312398123306
2.0000000000000013,-0.07148388260201652,0.3904278617499873,-0.04669670022692192
2.010000000000001,-0.07195088565029102,0.3897130229239671,-0.0467003048274507
2.020000000000001,-0.07241792499695307,0.3889935140674642,-0.046703934666204844
2.0300000000000007,-0.07288500108243245,0.38826933481749465,-0.04670760854793848
2.0400000000000005,-0.07335211418885672,0.3875404848066703,-0.04671131064242644
2.0500000000000003,-0.07381926456048293,0.38680696366478173,-0.046715037162621494
2.06,-0.07428645262452017,0.3860687710191769,-0.04671880640372433
2.07,-0.07475367865497955,0.3853259064929317,-0.046722603045937436
2.0799999999999996,-0.0752209429047131,0.3845783697063819,-0.046726424973355295
2.0899999999999994,-0.07568824577830659,0.38382616027733474,-0.046730287359348706
2.099999999999999,-0.07615558754181265,0.3830692778195517,-0.04673417635060623
2.109999999999999,-0.07662296845988958,0.38230772194413354,-0.046738091807693685
2.1199999999999988,-0.07709038891172075,0.38154149225953465,-0.04674204518311652
2.1299999999999986,-0.07755784915554591,0.38077058837041744,-0.046746024382516245
2.1399999999999983,-0.07802534947127802,0.379995009878862,-0.046750031573211163
2.149999999999998,-0.07849289020966348,0.3792147563841492,-0.04675407383854574
2.159999999999998,-0.07896047162126252,0.37842982748205256,-0.04675814115990404
2.1699999999999977,-0.07942809400494341,0.3776402227658399,-0.04676223836808974
2.1799999999999975,-0.07989575767971117,0.3768459418257905,-0.04676636747677563
2.1899999999999973,-0.08036346288856779,0.3760469842489934,-0.04677052088566084
2.199999999999997,-0.08083120995330574,0.37524334962010775,-0.04677470647379576
2.209999999999997,-0.0812989991575991,0.37443503752057467,-0.046778920429335756
2.2199999999999966,-0.08176683073700089,0.3736220475289987,-0.04678315794017882
2.2299999999999964,-0.08223470504048205,0.3728043792216287,-0.04678743034811664
2.239999999999996,-0.08270262231249456,0.37198203217122383,-0.04679172720125047
2.249999999999996,-0.0831705827812398,0.37115500594809886,-0.046796046874524544
2.259999999999996,-0.08363858682742502,0.37032330012028647,-0.04680040461852111
2.2699999999999956,-0.08410663465206968,0.36948691425201224,-0.04680478246446625
2.2799999999999954,-0.08457472647610893,0.36864584790549154,-0.0468091824039255
2.289999999999995,-0.08504286271686728,0.36780010064073043,-0.046813624075835295
2.299999999999995,-0.08551104352738309,0.36694967201356177,-0.04681808105158107
2.3099999999999947,-0.08597926912139861,0.36609456157828796,-0.0468225594015518
2.3199999999999945,-0.08644753995808079,0.36523476888707396,-0.046827083668217265
2.3299999999999943,-0.08691585613757945,0.36437029348749317,-0.046831617949865574
2.339999999999994,-0.08738421786650519,0.36350113492611735,-0.04683617289257388
2.349999999999994,-0.0878526256514593,0.3626272927474523,-0.04684077849541232
2.3599999999999937,-0.08832107953441484,0.36174876649093773,-0.046845388295553334
2.3699999999999934,-0.08878957973781848,0.3608655556955936,-0.04685002034036424
2.3799999999999932,-0.08925812677585362,0.3599776598982154,-0.04685470380351497
2.389999999999993,-0.08972672064953988,0.35908507863045686,-0.04685938736862573
2.399999999999993,-0.09019536160487228,0.35818781142396144,-0.04686409553324028
2.4099999999999926,-0.09066405015466607,0.3572858578079127,-0.04686885497937841
2.4199999999999924,-0.0911327862605385,0.35637921730636607,-0.04687361058724267
2.429999999999992,-0.09160157019533659,0.3554678894437607,-0.046878393479808496
2.439999999999992,-0.0920704024523488,0.3545518737418073,-0.046883225701222074
2.4499999999999917,-0.09253928298737563,0.3536311697172838,-0.04688805350268233
2.4599999999999915,-0.09300821208519582,0.35270577688741006,-0.04689290978201873
2.4699999999999913,-0.09347719020784682,0.3517756947665581,-0.046897812265100425
2.479999999999991,-0.09394621732579579,0.35084092286447965,-0.04690271179489719
2.489999999999991,-0.09441529372749041,0.3499014606912217,-0.04690764016946255
2.4999999999999907,-0.09488441984038055,0.3489573077539468,-0.04691261128901461
2.5099999999999905,-0.09535359565306072,0.348008463555543,-0.04691758126801569
2.5199999999999902,-0.09582282145801059,0.3470549275990124,-0.04692258049498788
2.52999999999999,-0.09629209764450192,0.3460966993844323,-0.046927618649132447
2.53999999999999,-0.09676142422296118,0.3451337784079873,-0.046932657845925554
2.5499999999999896,-0.09723080149026524,0.3441661641657577,-0.04693772673040676
2.5599999999999894,-0.09770022979364545,0.343193856150855,-0.0469428303380213
2.569999999999989,-0.09816970916932699,0.34221685385291856,-0.04694793756815418
2.579999999999989,-0.09863923991895181,0.3412351567612253,-0.046953074962482
2.5899999999999888,-0.09910882234355768,0.34024876436203577,-0.04695824246058752
2.5999999999999885,-0.09957845650941693,0.3392576761386002,-0.04696341658592597
2.6099999999999883,-0.10004814272330805,0.338261891573506,-0.04696862138911085
2.619999999999988,-0.10051788123561005,0.3372614101462729,-0.04697385123020027
2.629999999999988,-0.10098767214719405,0.3362562313339168,-0.04697909115839998
2.6399999999999877,-0.10145751577035098,0.33524635461244484,-0.04698436231569261
2.6499999999999875,-0.10192741230000077,0.3342317794547413,-0.046989652964979346
2.6599999999999873,-0.10239736187658806,0.3332125053317413,-0.04699495765872869
2.669999999999987,-0.10286736481810478,0.3321885317129754,-0.047000294151671916
2.679999999999987,-0.10333742125894714,0.33115985806479437,-0.04700564408423588
2.6899999999999866,-0.103807531391406,0.3301264838522049,-0.047011013245886045
2.6999999999999864,-0.1042776955254794,0.32908840853829086,-0.04701641340733978
2.709999999999986,-0.10474791373653101,0.32804563158303607,-0.04702182110516206
2.719999999999986,-0.10521817975622277,0.32699815244567076,-0.04702660196917593
2.7299999999999858,-0.10568839154478399,0.32594597064810854,-0.04702117885612214
2.7399999999999856,-0.10615854912086016,0.3248890867326607,-0.047015757607616934
2.7499999999999853,-0.10662865279811051,0.3238275012414521,-0.04701036772503488
2.759999999999985,-0.10709870287026246,0.32276121471347097,-0.047005007215194634
2.769999999999985,-0.10756869931288089,0.32169022768476835,-0.046999644261842694
2.7799999999999847,-0.10803864249892643,0.3206145406916395,-0.046994318604553637
2.7899999999999845,-0.1085085327155627,0.31953415426665027,-0.046989021663627
2.7999999999999843,-0.1089783699006762,0.31844906893949465,-0.04698371851135069
2.809999999999984,-0.10944815448119384,0.3173592852404879,-0.04697845805176354
2.819999999999984,-0.10991788673809384,0.31626480369567594,-0.04697322569000015
2.8299999999999836,-0.11038756657661909,0.315165624828295,-0.04696798385252553
2.8399999999999834,-0.11085719447270309,0.3140617491625288,-0.046962789608400494
2.849999999999983,-0.11132677070151077,0.3129531772178018,-0.04695762288076811
2.859999999999983,-0.11179629514033612,0.3118399095107867,-0.046952443882535055
2.869999999999983,-0.11226576830950796,0.31072194655938334,-0.04694731691718361
2.8799999999999826,-0.11273519045888003,0.3095992888762883,-0.046942214937206385
2.8899999999999824,-0.11320456148190843,0.3084719369716995,-0.04693710230284
2.899999999999982,-0.11367388191916304,0.3073398913568804,-0.04693204372546151
2.909999999999982,-0.11414315197951778,0.30620315253768876,-0.04692700603547416
2.9199999999999817,-0.11461237160874178,0.3050617210178936,-0.046921962922400244
2.9299999999999815,-0.11508154134762726,0.3039155973018062,-0.04691697388854741
2.9399999999999813,-0.11555066136847708,0.3027647818883299,-0.04691200208498232
2.949999999999981,-0.1160197316995296,0.3016092752746451,-0.04690703310525266
2.959999999999981,-0.11648875281325925,0.3004490779576498,-0.04690211137296552
2.9699999999999807,-0.11695772488397041,0.2992841904295172,-0.046897207071115894
2.9799999999999804,-0.11742664801948177,0.2981146131806775,-0.0468923135511356
2.9899999999999802,-0.11789552262209528,0.2969403467004827,-0.04688746026135134
2.99999999999998,-0.1183643488730755,0.2957613914742617,-0.04688262509802185
3.00999999999998,-0.11883312695250253,0.294577747985531,-0.04687780794270333
3.0199999999999796,-0.1193018572000653,0.293389416716006,-0.04687302475627564
3.0299999999999794,-0.11977053980398918,0.29219639814400533,-0.04686826039238822
3.039999999999979,-0.12023917500980302,0.29099869274596546,-0.04686352058138414
3.049999999999979,-0.12070776310164827,0.28979630099586745,-0.04685880918452446
3.0599999999999787,-0.1211763042747252,0.288589223364851,-0.04685411730769347
3.0699999999999785,-0.12164479883367282,0.28737746032210376,-0.046849455894762096
3.0799999999999783,-0.12211324701368916,0.286161012333767,-0.04684481800163255
3.089999999999978,-0.12258164901697642,0.2849398798636301,-0.04684020032872681
3.099999999999978,-0.12305000520138974,0.28371406337346033,-0.04683561844133151
3.1099999999999777,-0.12351831575935615,0.2824835633214464,-0.04683105579664139
3.1199999999999775,-0.12398658090011945,0.28124838016385284,-0.046826514076329824
3.1299999999999772,-0.12445480102927425,0.28000851435485163,-0.046822012915480535
3.139999999999977,-0.12492297630224494,0.2787639663445589,-0.046817527297069124
3.149999999999977,-0.12539110693536884,0.27751473658153647,-0.04681306331238884
3.1599999999999766,-0.12585919336217016,0.2762608255121828,-0.046808642680131615
3.1699999999999764,-0.12632723573591276,0.2750022335785611,-0.04680423737426069
3.179999999999976,-0.12679523426536465,0.27373896122120195,-0.04679985294518839
3.189999999999976,-0.12726318940594655,0.2724710088785483,-0.0467955140581902
3.1999999999999758,-0.12773110131643228,0.27119837698448884,-0.0467911910485723
3.2099999999999755,-0.12819897019677864,0.26992106597132454,-0.046786888034635286
3.2199999999999753,-0.12866679652216118,0.26863907626935674,-0.046782632538253585
3.229999999999975,-0.12913458045711312,0.26735240830413515,-0.046778393495193825
3.239999999999975,-0.12960232219509416,0.266061062499564,-0.046774173798103155
3.2499999999999747,-0.13007002222905928,0.2647650392776131,-0.04677000339651311
3.2599999999999745,-0.13053768072956098,0.26346433905532246,-0.04676585005017143
3.2699999999999743,-0.13100529788572615,0.26215896224802687,-0.04676171561651787
3.279999999999974,-0.1314728742064711,0.2608489092691696,-0.04675763207449661
3.289999999999974,-0.13194040986863803,0.25953418052710486,-0.046753566216691356
3.2999999999999736,-0.1324079050590449,0.2582147764284185,-0.0467495190406868
3.3099999999999734,-0.13287536030090022,0.25689069737782805,-0.04674552418553309
3.319999999999973,-0.13334277577761683,0.25556194377481906,-0.046741547671662095
3.329999999999973,-0.13381015167559634,0.2542285160170429,-0.04673758979795241
3.3399999999999728,-0.1342774885308116,0.25289041450028693,-0.04673368552152359
3.3499999999999726,-0.13474478653353783,0.25154763961497884,-0.04672980027262352
3.3599999999999723,-0.13521204588365646,0.2502001917496435,-0.046725935011863874
3.369999999999972,-0.13567926710425604,0.2488480712908069,-0.046722122059958904
3.379999999999972,-0.13614645040490492,0.24749127861976436,-0.046718330064887424
3.3899999999999717,-0.1366135959998748,0.2461298141157153,-0.046714559496989
3.3999999999999715,-0.13708070439959075,0.24476367815571656,-0.04671083997159588
3.4099999999999713,-0.1375477758324843,0.24339287111172064,-0.046707143289354505
3.419999999999971,-0.13801481052725434,0.2420173933533958,-0.04670346947700427
3.429999999999971,-0.13848180898353618,0.24063724524812327,-0.04669984562818458
3.4399999999999706,-0.13894877144744006,0.2392524271582879,-0.04669624639038765
3.4499999999999704,-0.1394156981621413,0.2378629394438135,-0.04669267147012472
3.45999999999997,-0.1398825896182483,0.2364687824621921,-0.04668914561069847
3.46999999999997,-0.14034944607849015,0.23506995656600962,-0.04668564602418673
3.47999999999997,-0.14081626780058085,0.23366646210522474,-0.04668217220906901
3.4899999999999696,-0.14128305526776067,0.23225829942721893,-0.046678746717982486
3.4999999999999694,-0.1417498087584366,0.23084546887454133,-0.04667534906759398
3.509999999999969,-0.14221652854493688,0.22942797078695695,-0.046671978650028555
3.519999999999969,-0.1426832151046953,0.2280058055015076,-0.04666865597584234
3.5299999999999687,-0.14314986873096877,0.22657897335046065,-0.04666536262734591
3.5399999999999685,-0.14361648971078964,0.22514747466315096,-0.046662097982086884
3.5499999999999683,-0.14408307851725569,0.22371130976604306,-0.04665888064660558
3.559999999999968,-0.14454963545775373,0.2222704789808705,-0.04665569404980603
3.569999999999968,-0.145016160834125,0.22082498262629296,-0.04665253763712519
3.5799999999999677,-0.14548265511651673,0.21937482101795172,-0.04664942823917321
3.5899999999999674,-0.14594911862582868,0.21791999446678656,-0.046646350931194694
3.5999999999999672,-0.1464155516788311,0.21646050328052827,-0.04664330530024184
3.609999999999967,-0.1468819547440271,0.21499634776373996,-0.0466403065195993
3.619999999999967,-0.14734832815531068,0.2135275282162997,-0.04663734112835937
3.6299999999999666,-0.14781467224451783,0.21205404493474658,-0.046634408920714604
3.6399999999999664,-0.14828098747974008,0.2105758982123014,-0.04663152352222622
3.649999999999966,-0.14874727420744116,0.209093088337504,-0.04662867277010847
3.659999999999966,-0.14921353277467655,0.2076056155954296,-0.04662585672354022
3.6699999999999657,-0.14967976365029068,0.20611348026768284,-0.046623087561413465
3.6799999999999655,-0.15014596719272527,0.20461668263117994,-0.04662035424345865
3.6899999999999653,-0.1506121437649412,0.2031152229592527,-0.04661765722159245
3.699999999999965,-0.15107829383738008,0.20160910152160327,-0.046615007243889665
3.709999999999965,-0.15154441777887825,0.20009831858322946,-0.046612394149818194
3.7199999999999647,-0.15201051597116258,0.19858287440544067,-0.046609819228431694
3.7299999999999645,-0.15247658888598042,0.19706276924572905,-0.04660729148178395
